email,nome_azienda,referente_nome,referente_cognome,stelle,categoria,indirizzo,cap,citta,provincia,regione,telefono,sito
info@hotelgardenia.it,Gardenia,,,,,Via Campagnola 10/A,,BARDOLINO,VR,Veneto,,
villaolivo@villaolivo.it,Villa Olivo,,,,,Via Campagnola 13/15,,BARDOLINO,VR,Veneto,,
info@dueplatani.it,Due Platani,,,,,Via Campagnola 16,,CORNEDO VICENTINO,VI,Veneto,,
info@hotelcamasawalsa.com,Ca' Masawalsa,,,,,Via Campagnola 23,,BARDOLINO,VR,Veneto,,
info@hotelcarla.it,Carla,,,,,Via Campogrosso 25,,RECOARO TERME,VI,Veneto,,
info@hotelisola.it,All'Isola,,,,,Via Campogrosso 33,,RECOARO TERME,VI,Veneto,,
info@hotelmartiniepiccolo.com,Martini,,,,,Via Camuzzoni 2,,VERONA,VR,Veneto,,
sporting@infogarda.com,Sporting Hotel,,,,,Via Canevoi,,SAN ZENO DI MONTAGNA,VR,Veneto,,
info@leondoro.it,Relais Al Leon d'Oro,,,,,Via Canonici 3,,MIRANO,VE,Veneto,,
hotelpanama@libero.it,Panama,,,,,Via Canova 1,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@majestic-hotel.it,Majestic Toscanelli,,,,,Via Canova 2,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
villacipriani@sheraton.com,Villa Cipriani,,,,,Via Canova 298,,ASOLO,TV,Veneto,,
info@gardenrelais.it,Garden Relais,,,,,Via Caose 22,,BORSO DEL GRAPPA,TV,Veneto,,
datito@tin.it,Da Tito,,,,,Via Cappuccina 67,,VENEZIA - MESTRE,VE,Veneto,,
info@hotelregit.com,Regit,,,,,Via Cappuccina 94/98,,VENEZIA - MESTRE,VE,Veneto,,
info@hotelariane.it,Ariane,,,,,Via Cappuccini 9,,THIENE,VI,Veneto,,
info@allaterrazza.net,Alla Terrazza,,,,,Via Capricorno Est 191,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
acvicenza@ac-hotels.com,Ac Hotel Vicenza,,,,,Via Carducci 1,,CREAZZO,VI,Veneto,,
info@hotelgarda.it,Garda,,,,,Via Carducci 2/b,,AFFI,VR,Veneto,,
info@elpiro.com,Elpiro,,,,,Via Carlo Monteverdi 2,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelmaracaibo.it,Maracaibo,,,,,Via Carlo Zeno 1,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@vergilius.it,Vergilius,,,,,Via Carpaneda,,CREAZZO,VI,Veneto,,
info@anticomoro.com,Antico Moro,,,,,Via Castellana 149-Località Zelarino,,VENEZIA - MESTRE,VE,Veneto,,
info@aicapitani.com,Ai Capitani,,,,,Via Castelletto 2/4,,PESCHIERA DEL GARDA,VR,Veneto,,
info@piccolomarte.it,Piccolo Marte,,,,,Via Castelletto 51,,TORREGLIA,PD,Veneto,,
termepreistoriche@termepreistoriche.it,Terme Preistoriche,,,,,Via Castello 5,,MONTEGROTTO TERME,PD,Veneto,,
info@albergoturetta.com,Turetta,,,,,Via Castelnuovo 14,,TEOLO,PD,Veneto,,
millepini@millepini.it,Terme Millepini,,,,,Via Catajo 42,,MONTEGROTTO TERME,PD,Veneto,,
terme.marconi@tin.it,Marconi Terme,,,,,Via Catajo 6,,MONTEGROTTO TERME,PD,Veneto,,
info@hotelvecellicavriani.it,Vecelli Cavriani,,,,,Via Caterina Bon Brenzoni 1,,MOZZECANE,VR,Veneto,,
info@daluciano.it,Da Luciano,,,,,Via Cavallotti 86,,BERGANTINO,RO,Veneto,,
info@eurohotelvenice.com,Eurhotel,,,,,Via Cavin di Sala 282,,MIRANO - CAVIN DI SALA,VE,Veneto,,
info@gattopardohotel.it,Gattopardo,,,,,Via Cavour 19,,VILLAFRANCA DI VERONA - DOSSOBUONO,VR,Veneto,,
info@hotelvillamalaspina.com,Hotel Villa Malaspina,,,,,Via Cavour 6,,CASTEL D'AZZANO,VR,Veneto,,
info@hotelpostumia.it,Postumia,,,,,Via Cavour 71,,VILLAFRANCA DI VERONA - DOSSOBUONO,VR,Veneto,,
airmotel@libero.it,Airmotel,,,,,Via Ceccherini 13,,VENEZIA - MESTRE,VE,Veneto,,
novotel.veneziamestre@accor-hotels.it,Novotel Venezia Mestre Castellana,,,,,Via Ceccherini 21,,VENEZIA - MESTRE,VE,Veneto,,
info@villamista.com,Villa Amistà - Torrione Est,,,,,Via Cedrare 78,,SAN PIETRO IN CARIANO,VR,Veneto,,
info@villaamista.it,Byblos Art Hotel Amistà,,,,,Via Cedrare 78,,SAN PIETRO IN CARIANO,VR,Veneto,,
info@royhotel.it,Roy Hotel,,,,,Via Cendon 16,,SILEA,TV,Veneto,,
info@hotelromavenezia.it,Roma,,,,,Via Cesare Beccaria 11,,VENEZIA - MARGHERA,VE,Veneto,,
info@villapalma.it,Villa Palma,,,,,Via Chemin Palma 30,,MUSSOLENTE - CASONI,VI,Veneto,,
info@villalussana.com,Villa Lussana,,,,,Via Chiesa 1,,TEOLO,PD,Veneto,,
info@allacroce.it,Alla Croce,,,,,Via Chiesa 19,,PONTE DI PIAVE - NEGRISIA,TV,Veneto,,
info@lepadovanelle.com,Le Padovanelle,,,,,Via Chilesotti 1,,PADOVA,PD,Veneto,,
info@hotel-sirio.it,Sirio,,,,,Via Circonvallazione 109,,VENEZIA - MESTRE,VE,Veneto,,
info@alcacciatore.net,Al Cacciatore,,,,,Via Circonvallazione Sud 16,,VALEGGIO SUL MINCIO,VR,Veneto,,
info@hotelsaccardi.it,Saccardi Quadrante Europa,,,,,Via Ciro Ferrari 8,,SOMMACAMPAGNA - CASELLE,VR,Veneto,,
piave@3starshotel.it,Piave,,,,,Via Col Moschin 6-10,,VENEZIA - MESTRE,VE,Veneto,,
info@albergoalsole.com,Al Sole,,,,,Via Collegio 33,,ASOLO,TV,Veneto,,
info@villadori.com,Venice,,,,,Via Colombara 213-Località Cà Sabbioni,,VENEZIA - MARGHERA,VE,Veneto,,
info@villacarpini.it,Villa dei Carpini Hotel Residence,,,,,Via Comunale di Camino 84,,ODERZO,TV,Veneto,,
info@hotelconfine.com,Confine,,,,,Via Confine 50,,LAZISE - COLA',VR,Veneto,,
info@hotelcapri.com,Capri,,,,,Via Consiol 26,,MALCESINE,VR,Veneto,,
paradisoresort@parchotels.it,Golf Hotel Paradiso,,,,,Via Coppo 2/B,,CASTELNUOVO DEL GARDA,VR,Veneto,,
columbia@columbiaterme.it,Columbia Terme,,,,,Via Cornelio Augure 15,,ABANO TERME,PD,Veneto,,
aristonmolino@aristonmolino.it,Ariston Molino,,,,,Via Cornelio Augure 5,,ABANO TERME,PD,Veneto,,
info@hotelallacorte.com,Alla Corte,,,,,Via Corte 54,,BASSANO DEL GRAPPA - SANT'EUSEBIO,VI,Veneto,,
info@relaislebetulle.com,Relais Le Betulle,,,,,Via Costa Alta 56,,CONEGLIANO,TV,Veneto,,
hot.fortuna@libero.it,Fortuna,,,,,Via Costabella 17,,COSTERMANO - ALBARE',VR,Veneto,,
info@abanoastoria.com,Terme Astoria,,,,,Via Cristoforo Colombo 1,,ABANO TERME,PD,Veneto,,
dolomiti@termedolomiti.it,Dolomiti,,,,,Via Cristoforo Colombo 16,,ABANO TERME,PD,Veneto,,
info@hotelcapoest.com,Capo Est,,,,,Via Cristoforo Colombo 170,,CHIOGGIA - SOTTOMARINA,VE,Veneto,,
cristoforo@cristoforo.it,Terme Cristoforo,,,,,Via Cristoforo Colombo 2,,ABANO TERME,PD,Veneto,,
h.margherita@libero.it,Margherita,,,,,Via Cristoforo Colombo 68,,CHIOGGIA - SOTTOMARINA,VE,Veneto,,
info@parkhotel-affi.com,Park Hotel Affi,,,,,Via Crivellin 1/A,,AFFI,VR,Veneto,,
info@hotel-excelsior.it,Excelsior,,,,,Via Croce del Sud 2,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@hotel-bellevue.it,Bellevue,,,,,Via Croce del Sud 42,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@ca-sette.it,Villa Ca' Sette Residenza d'Epoca,,,,,Via Cunizza da Romano 4,,BASSANO DEL GRAPPA,VI,Veneto,,
info@marcopolocaorle.it,Marco Polo,,,,,Via Dal Moro 49,,CAORLE,VE,Veneto,,
info@ragnohoteljesolo.it,Ragno,,,,,Via Dalmazia 12,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotel-london.it,London,,,,,Via Dalmazia 64,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
parkcell@tin.it,Park Hotel Cellini,,,,,Via Dalmazia 66,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
hotel.strand@libero.it,Strand,,,,,Via Dalmazia 8,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelumberto.net,Umberto,,,,,Via Dalmazia III a.m. 1,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelmondial.org,Mondial,,,,,Via Dalmazia IV a.m. 4,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelberna.it,Berna,,,,,Via Dancalia 23,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@corallohotel.org,Corallo,,,,,Via Dancalia 38,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@aurorahotel.org,Aurora,,,,,Via Dancalia 86,,ERACLEA - ERACLEA MARE,VE,Veneto,,
villatacchi@antichedimore.com,Villa Tacchi,,,,,Via Dante 11,,GAZZO - VILLALTA,PD,Veneto,,
info@albergo-ridente.com,Ridente,,,,,Via Dante Alighieri 121,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@jesolo-ok.com,Marina Piccolo - Marina,,,,,Via Dante Alighieri 18,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
hotelmarina@jesolo-ok.com,Marina,,,,,Via Dante Alighieri 18,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelplaya-marenostrum.it,Mare Nostrum,,,,,Via Dante Alighieri 18,,CAORLE,VE,Veneto,,
info@hotelmarzia.it,Marzia,,,,,Via Dante Alighieri 2,,CAORLE,VE,Veneto,,
caribe@brenzone.com,Caribe,,,,,Via Dante Alighieri 27-Località Castelletto,,BRENZONE,VR,Veneto,,
info@rabay.it,Merano,,,,,Via Dante Alighieri 35-Località Peagne,,BRENZONE,VR,Veneto,,
hotelitaliajesolo@libero.it,Italia,,,,,Via Dante Alighieri 38,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelmontecarlocaorle.com,Montecarlo,,,,,Via Dante Alighieri 5,,CAORLE,VE,Veneto,,
info@hotelcentrale.ve.it,Centrale Orange Cafè,,,,,Via Dante Alighieri 5,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
hotelalmare@jesolo-ok.com,Al Mare,,,,,Via Dante Alighieri 7,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
hotelkrystal@libero.it,Krystal,,,,,Via Dante Alighieri 8,,BUSSOLENGO,VR,Veneto,,
villaeugenia@tin.it,Villa Eugenia,,,,,Via Dante Alighieri 96,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelserenella.com,Serenella,,,,,Via Dante Alighieri I Vicolo 4,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hoteladlon.info,Adlon,,,,,Via Dante Alighieri II a.m. 11,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
hcapri@libero.it,Capri,,,,,Via Dante Alighieri III a.m. 11,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
hotellucciola@libero.it,Lucciola,,,,,Via Dante Alighieri V a.m. 10,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelrosanna.it,Rosanna,,,,,Via Dante Alighieri VII a.m. 11,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@milano-hotel.com,Milano,,,,,Via degli Aceri 1,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@hotelsole.org,Sole,,,,,Via degli Aceri 20,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@loryhotel.com,Lory,,,,,Via degli Aceri 9,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@malgarossaweb.it,Malga Rossa,,,,,Via degli Alpini 6,,MUSSOLENTE,VI,Veneto,,
info@hotelfior.com,Fior,,,,,Via dei Carpani 18,,CASTELFRANCO VENETO,TV,Veneto,,
hotelgabbianogarda@libero.it,Gabbiano,,,,,Via dei Cipressi 24,,GARDA,VR,Veneto,,
info@bellavistaterme.com,Terme Bellavista,,,,,Via dei Colli 5,,MONTEGROTTO TERME,PD,Veneto,,
lavigneta@libero.it,La Vigneta,,,,,Via dei Longhi 17,,ARSIERO,VI,Veneto,,
info@hotelpresidentjesolo.com,President,,,,,Via dei Mille 102,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelstockholm.it,Stockholm,,,,,Via Dei Mille 15,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelemperador.it,Emperador,,,,,Via Dei Mille 28,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelamerican.org,American,,,,,Via Dei Mille 39,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@lafenicesiesta.com,La Siesta,,,,,Via dei Mille 85,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
salisburgo@tin.it,Salisburgo,,,,,Via dei Mille 92,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelduetorritempesta.it,Due Torri Tempesta,,,,,Via dei Novale 59,,NOALE,VE,Veneto,,
info@art-hotel.it,Art Hotel,,,,,Via Dei Pensieri 13,,MIRANO,VE,Veneto,,
info@hotel-montreal.it,Montreal,,,,,Via dei Pianeti 86,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@hotelgarnisancarlo.com,San Carlo,,,,,Via Dei Pioppi 55,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@terramarehotel.com,Terramare,,,,,Via Dei Pioppi II a.m. 5,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelgritti.it,Gritti,,,,,Via Dei Pioppi IV a.m. 2,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelbeatrice.com,Villa Beatrice,,,,,Via dei Villini 4,,VENEZIA - LIDO,VE,Veneto,,
federiconosella@libero.it,Ambassador,,,,,Via del Cigno 43,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@hotelgallia.com,Gallia,,,,,Via Del Cigno Bianco 5,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@royal-hotel.it,Royal,,,,,Via del Firmamento 7,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
mail@livenza.com,Capri,,,,,Via del Leone 36,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@hotelpalace-bibione.it,Palace,,,,,Via del Leone 44,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@hotel-lido.org,Lido,,,,,Via del Leone 65,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
stellama@alfa.it,Stellamare,,,,,Via del Mare 8,,CAORLE,VE,Veneto,,
cabiancahotel@tin.it,Ca' Bianca,,,,,Via del Mutton 88,,ISTRANA - VILLANOVA DI ISTRANA,TV,Veneto,,
info@accademiahotelpadova.it,Accademia Palace Hotel,,,,,Via del Pescarotto 39,,PADOVA,PD,Veneto,,
info@hotel-brennero.it,Mini Hotel Brennero,,,,,Via del Ponte 4,,VERONA - PARONA,VR,Veneto,,
info@hotelcapuleti.it,De' Capuleti,,,,,Via del Pontiere 26,,VERONA,VR,Veneto,,
info@hotelallorologio.it,All'Orologio,,,,,Via del Quadrante 2,,CAORLE,VE,Veneto,,
info@hotelcrystal.net,Crystal,,,,,Via del Quadrante 7/9,,CAORLE,VE,Veneto,,
info@hotelgimm.it,Gimm,,,,,Via del Sagittario 43,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
alsanto@alsanto.it,Al Santo,,,,,Via del Santo 147,,PADOVA,PD,Veneto,,
info@latorrehotel.net,La Torre,,,,,Via Del Terziario 15,,THIENE,VI,Veneto,,
info@hotelmayer.com,Mayer,,,,,Via Delfino 143,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
hotel@gardengarda.it,Garden,,,,,Via della Madrina 2,,GARDA,VR,Veneto,,
hotel@sanmarcobardolino.it,San Marco,,,,,Via della Pieve 1-Località Cisano,,BARDOLINO,VR,Veneto,,
parkhotel@parkhotelpineta.com,Elisa,,,,,Via della Pineta 8,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@hotelsereno.it,Sereno,,,,,Via della Provvidenza 31,,RUBANO - SARMEOLA,PD,Veneto,,
info@vittoria-hotel.it,Piccolo Hotel Vittoria,,,,,Via della Provvidenza 6,,RUBANO - SARMEOLA,PD,Veneto,,
prenotazioni@hotelilcanova.com,Il Canova,,,,,Via della Repubblica 25,,SANDRIGO,VI,Veneto,,
adria@hoteladria.com,Adria sul Mare,,,,,Via della Serenissima 14,,CAORLE,VE,Veneto,,
info@hotelaustria.it,Austria,,,,,Via della Serenissima 15,,CAORLE,VE,Veneto,,
info@lelampare.it,Le Lampare,,,,,Via della Serenissima 8,,CAORLE,VE,Veneto,,
info@gabbiano.it,Al Gabbiano,,,,,Via Della Vittoria 45,,PONTE DI PIAVE - LEVADA,TV,Veneto,,
h.eden@libero.it,Eden,,,,,Via dell'Abaco 8,,GARDA,VR,Veneto,,
info@villado.it,Villa d'O,,,,,Via dell'Artigianato 1,,PONTE DI PIAVE - LEVADA,TV,Veneto,,
info@hotelparon.it,Paron,,,,,Via delle Costellazioni 4,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@hotel-italy.it,Italy,,,,,Via delle Meteore 2,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
info@antonellahotel.com,Antonella,,,,,Via delle Orate 16,,CAORLE,VE,Veneto,,
info@hotellily.net,Lily,,,,,Via delle Ortensie 1,,SAN MICHELE AL TAGLIAMENTO - BIBIONE,VE,Veneto,,
mail@sanmarco.org,San Marco,,,,,Via delle Ortensie 2,,SAN MICHELE AL TAGLIAMENTO - BIBIONE PINEDA,VE,Veneto,,
hotellory@libero.it,Lory,,,,,Via delle Regioni 880/A,,FICAROLO,RO,Veneto,,
helvetialucia@libero.it,Helvetia,,,,,Via delle Rose 2,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@hotelmarilu.com,Marilú,,,,,Via delle Rose 36,,ERACLEA - ERACLEA MARE,VE,Veneto,,
info@hoteloasiverde.com,Oasi Verde,,,,,Via delle Rose 7,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@hotelterme.tv,Terme,,,,,Via delle Terme 4,,VITTORIO VENETO,TV,Veneto,,
di_meglio@hc-hotelcentrale.it,Centrale,,,,,Via delle Tuie 1,,ERACLEA - ERACLEA MARE,VE,Veneto,,
conselve@pointhotel.it,Point Hotel Conselve,,,,,Via dell'Industria 2,,CONSELVE,PD,Veneto,,
parkhotel_badiapol@libero.it,Park Hotel,,,,,Via dello Zuccherificio 53,,BADIA POLESINE,RO,Veneto,,
hotelromeo@tiscalinet.it,Romeo,,,,,Via dell'Oca Bianca 23,,TORRI DEL BENACO,VR,Veneto,,
info@hoteloasi.pd.it,Oasi,,,,,Via Deserto 166,,ESTE,PD,Veneto,,
albergolameridiana@libero.it,La Meridiana,,,,,Via Diaz 5,,PORTOGRUARO,VE,Veneto,,
info@hotelvillapannonia.it,Villa Pannonia,,,,,Via Doge Domenico Michiel 48,,VENEZIA - LIDO,VE,Veneto,,
info@villastucky.it,Hotel Villa Stucky,,,,,Via Don Bosco 47,,MOGLIANO VENETO,TV,Veneto,,
eden@albergoedenvaleggio.com,Eden,,,,,Via Don G. Beltrame 10,,VALEGGIO SUL MINCIO,VR,Veneto,,
villamulino@villamulino.com,Villa Mulino,,,,,Via Don Gnocchi 20,,GARDA,VR,Veneto,,
info@villafranceschi.com,Villa Franceschi,,,,,Via Don Minzoni 28,,MIRA,VE,Veneto,,
info@rivieradeidogi.com,Riviera dei Dogi,,,,,Via Don Minzoni 33/34/35/38-Località Mira Porte,,MIRA,VE,Veneto,,
info@albergovescovi.com,Vescovi,,,,,Via Don Viero 80-Località Piana Ave,,ASIAGO,VI,Veneto,,
giuliettaromeo@gardalake.it,Giulietta Romeo,,,,,Via Dosso 1,,LAZISE,VR,Veneto,,
info@kennedyhotel.info,Kennedy,,,,,Via Duca d'Aosta 32,,ARZIGNANO,VI,Veneto,,
info@hotelsaraceno.it,Saraceno,,,,,Via Edmondo De Amicis 4,,PESCHIERA DEL GARDA - SAN BENEDETTO,VR,Veneto,,
info@metropolhotel.it,Metropol,,,,,Via Emilia 1,,CAORLE,VE,Veneto,,
info@hoteljaneiro.it,Janeiro,,,,,Via Emilia 5,,CAORLE,VE,Veneto,,
h.aldebaran@virgilio.it,Aldebaran,,,,,Via Enrico Dandolo 12,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
villapalme@libero.it,Villa delle Palme,,,,,Via Enrico Dandolo 12/A,,VENEZIA - LIDO,VE,Veneto,,
hotelrigel@virgilio.it,Rigel,,,,,Via Enrico Dandolo 13,,VENEZIA - LIDO,VE,Veneto,,
info@biasuttihotels.com,Biasutti - Villa Ada Adria Urania - Villa Nora,,,,,Via Enrico Dandolo 24,,VENEZIA - LIDO,VE,Veneto,,
ibis.verona@accor-hotels.it,Ibis,,,,,Via Enrico Fermi 11/C,,VERONA,VR,Veneto,,
info@hotelsudpoint.com,Hotel Sudpoint,,,,,Via Enrico Fermi 13/B,,VERONA,VR,Veneto,,
palace@antonypalace.it,Antony Palace Hotel,,,,,Via Enrico Mattei 26,,MARCON - GAGGIO,VE,Veneto,,
una.occhiobello@unawayhotels.it,Unaway Hotel Occhiobello,,,,,Via Eridania 36,,OCCHIOBELLO,RO,Veneto,,
info@hotellazise.it,Lazise,,,,,Via Esperia 38/A,,LAZISE,VR,Veneto,,
info@holidayvenice.it,Hotel Holiday,,,,,Via Essicatoio 38,,VENEZIA - MESTRE,VE,Veneto,,
info@villalberti.com,Villa Alberti,,,,,Via Ettore Tito 90,,DOLO,VE,Veneto,,
enochso@tin.it,Il Burcio,,,,,Via Euganea 23,,SELVAZZANO DENTRO - TENCAROLA,PD,Veneto,,
info@hotelpiroga.com,Piroga Padova,,,,,Via Euganea 48,,SELVAZZANO DENTRO - TENCAROLA,PD,Veneto,,
igeasuisse@igeasuisse.it,Igea Suisse Terme,,,,,Via F. Busonera 19,,ABANO TERME,PD,Veneto,,
albergoroma.tv@bestwestern.it,Roma,,,,,"via Fabio Filzi, 39",,Castelfranco Veneto,TV,Veneto,,
info@hoteldolomiticaorle.it,Dolomiti,,,,,Via Falconera 31,,CAORLE,VE,Veneto,,
antoniano@termeantoniano.it,Antoniano,,,,,Via Fasolo 12,,MONTEGROTTO TERME,PD,Veneto,,
info@unionlido.it,Murano - Park Hotel Union Lido,,,,,Via Fausta 270,,CAVALLINO - TREPORTI,VE,Veneto,,
info@hotelcadivalle.com,Ca' di Valle,,,,,Via Fausta 298,,CAVALLINO - TREPORTI - CA' DI VALLE,VE,Veneto,,
info@hotellarondine.it,La Rondine,,,,,Via Fausta 60,,CAVALLINO - TREPORTI - PUNTA SABBIONI,VE,Veneto,,
info@albergosanremo.com,San Remo,,,,,Via Feltrina Sud 82,,MONTEBELLUNA,TV,Veneto,,
info@albergoroma.com,Roma,,,,,Via Filzi 39,,CASTELFRANCO VENETO,TV,Veneto,,
hotel@poiano.com,Poiano Superior 50,,,,,Via Fioria 7-Località Poiano,,COSTERMANO,VR,Veneto,,
info@hotelstadio.com,Stadio,,,,,Via Fiume 14/A,,SAN BONIFACIO,VR,Veneto,,
info@eurocongressi.com,Eurocongressi Hotel,,,,,Via Fiumi 24,,CAVAION VERONESE,VR,Veneto,,
smeraldo@smeraldoterme.it,Terme Hotel Smeraldo,,,,,Via Flavio Busonera 174,,ABANO TERME,PD,Veneto,,
info@abanoverdi.com,Terme Verdi,,,,,Via Flavio Busonera 200,,ABANO TERME,PD,Veneto,,
info@hotelsantiago.com,Santiago,,,,,Via Flavio Gioia 23,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
info@elitehotel.it,Elite Hotel Residence,,,,,Via Forte Marghera 119,,VENEZIA - MESTRE,VE,Veneto,,
info@hotelsangiuliano.com,San Giuliano,,,,,Via Forte Marghera 193/A,,VENEZIA - MESTRE,VE,Veneto,,
alexander@hotelalexander.com,Alexander,,,,,Via Forte Marghera 193/C,,VENEZIA - MESTRE,VE,Veneto,,
info@hppresident.com,President,,,,,Via Forte Marghera 99/A,,VENEZIA - MESTRE,VE,Veneto,,
info@hotelalparco.it,Al Parco,,,,,Via Fosse 20,,BARDOLINO,VR,Veneto,,
hoteldagigi@libero.it,Da Gigi,,,,,Via Fosson 30,,SANTO STINO DI LIVENZA,VE,Veneto,,
ariston@3starshotel.it,Ariston,,,,,Via G. Bergamo 12,,VENEZIA - MESTRE,VE,Veneto,,
info@hotelsagittario.com,Albergo Sagittario,,,,,Via G. Randaccio 6,,PADOVA,PD,Veneto,,
hotelorso@hotelorso.it,All'Orso,,,,,Via Gabriele D'Annunzio 138,,RONCADE - BIANCADE,TV,Veneto,,
info@nettunohotel.com,Nettuno,,,,,Via Gabriele D'Annunzio 4,,CAORLE,VE,Veneto,,
marconedo@libero.it,Iris,,,,,Via Gabriele Zanella 6,,JESOLO - LIDO DI JESOLO,VE,Veneto,,
paliotel@sis.it,Porta Palio,,,,,Via Galliano 21,,VERONA,VR,Veneto,,
info@hotelpalaceverona.com,Palace,,,,,Via Galvani 19,,VERONA,VR,Veneto,,
info@lidomalcesine.com,Lido,,,,,Via Gardesana 102,,MALCESINE - VAL DI SOGNO,VR,Veneto,,
info@baiadeipini.com,Baia dei Pini,,,,,Via Gardesana 115,,TORRI DEL BENACO,VR,Veneto,,
info@hotelbaiaverde-malcesine.it,Baia Verde,,,,,Via Gardesana 142,,MALCESINE,VR,Veneto,,
info@benacushotel.com,Benacus,,,,,Via Gardesana 148,,MALCESINE,VR,Veneto,,
info@clubhotelolivi.it,Casa Sabina - Tennis Center Olivi,,,,,Via Gardesana 160,,MALCESINE - VAL DI SOGNO,VR,Veneto,,
info@europa-hotel.net,Europa,,,,,Via Gardesana 173,,MALCESINE,VR,Veneto,,
smeraldohotel@libero.it,Smeraldo,,,,,Via Gardesana 18,,LAZISE,VR,Veneto,,
info@alcaval.com,Al Caval,,,,,Via Gardesana 186,,TORRI DEL BENACO,VR,Veneto,,
info@hotelsailing.com,International Sailing Center,,,,,Via Gardesana 187-Campagnola,,MALCESINE,VR,Veneto,,
info@hoteldrago.com,Drago Center,,,,,Via Gardesana 20/22,,BRENZONE - ASSENZA,VR,Veneto,,
antonella@malcesine.com,Antonella,,,,,Via Gardesana 20-Località Madonnina,,MALCESINE,VR,Veneto,,
info@villamonica.com,Villa Monica,,,,,Via Gardesana 211,,MALCESINE - NAVENE,VR,Veneto,,
ideal@malcesine2000.com,Ideal,,,,,Via Gardesana 228,,MALCESINE,VR,Veneto,,
hotelalpi@malcesine.com,Alpi,,,,,Via Gardesana 256-Località Campogrande,,MALCESINE,VR,Veneto,,
info@hotelbenacus.info,Benacus,,,,,Via Gardesana 28,,TORRI DEL BENACO,VR,Veneto,,
info@villacarmen.it,Villa Carmen,,,,,Via Gardesana 372,,MALCESINE,VR,Veneto,,
info@hotelfirenze.com,Firenze,,,,,Via Gardesana 4,,BRENZONE - ASSENZA,VR,Veneto,,
info@navene.com,Piccolo Hotel,,,,,Via Gardesana 450,,MALCESINE,VR,Veneto,,
