REGIONE,categoria B,Azienda,Via,Città,Provincia,STELLE,sito,E-mail,Note
Valle D'Aosta,2,Astoria,Frazione La Palud 23,COURMAYEUR - LA PALUD,AO ,3,http://www.hotelastoriacourmayeur.com,info@hotelastoriacourmayeur.com,
Valle D'Aosta,NO,Vallée Blanche,Frazione La Palud 38,COURMAYEUR - LA PALUD,AO,,,info@hotelvalleeblanche.com,
Valle D'Aosta,NO,L'Arolla,Frazione Lillaz,COGNE - LILLAZ,AO,,,infotiscali@hotelarolla.it,
Valle D'Aosta,NO,Biancaneve,Frazione Neyran Dessus 70,BRISSOGNE - NEYRAN,AO,,,info@hotelvalledaosta.com,
Valle D'Aosta,NO,Plan Bois,Frazione Pila,GRESSAN - PILA,AO,,,info@planbois.it,
Valle D'Aosta,,Pila 2000,Frazione Pila,GRESSAN - PILA,AO ,3,,hotelpila2000@libero.it,non ha il sito. 
Valle D'Aosta,NO,Lion Noir,Frazione Pila 23,GRESSAN - PILA,AO,,,lionnoir@virgilio.it,
Valle D'Aosta,NO,Etoile de Neige,Frazione Pila 5,GRESSAN - PILA,AO,,,info@etoiledeneige.it,
Valle D'Aosta,3,Chalet des Alpes,Frazione Pila 9,GRESSAN - PILA,AO ,3,http://www.takkapu.com/hotel_pila-gressan.aspx/hotelchaletdesalpes.html,info@chaletdesalpes.it,non ha i l sito. E' molto semplice
Valle D'Aosta,NO,Printemps,Frazione Pila 92,GRESSAN - PILA,AO,,,hotelprintemps@libero.it,
Valle D'Aosta,NO,Gran Paradiso,Frazione Pont,VALSAVARENCHE - PONT,AO,,,info@hotelgranparadiso.com,
Valle D'Aosta,3,Les Rochers,Les Rochers,VALTOURNENCHE,AO ,,http://www.lesrochers.com/,lesrochers@gmail.com,3 camere con caminetto
valle D'Aosta,,Baita Cretaz,Loc. Alpe Cretaz,VALTOURNENCHE - BREUIL - CERVINIA,AO,3,,baitacretaz@virgilio.it,
Valle D'Aosta,BB,La Fiaba,località  Croux 11,Saint Christophe,AO,,,svenson.margaretha@bedbreakfastalp.it,
Valle D'Aosta,NO,Hotelalp,Localita' Aeroporto 8,SAINT-CHRISTOPHE,AO,,,info@hotelalp.com,
Valle D'Aosta,NO,Etoile du Nord,Localita' Arensod 43,SARRE,AO,,,info@etoiledunord.it,
Valle D'Aosta,NO,Sarre,Localita' Arensod 5,SARRE,AO,,,htlsarre@hotmail.com,
Valle D'Aosta,NO,Chalet Alpina,Localita' Arly 42,LA THUILE,AO,,,info@chaletalpina.it,
Valle D'Aosta,NO,Express by Holiday Inn,Localita' Autoporto 33,POLLEIN,AO,,,info@expressholidayinnao.it,
Valle D'Aosta,3,Beau Sejour,Localita' Avenue Dent du Géant 18,PRE'-SAINT-DIDIER - PALLEUSIEUX,AO ,3,http://www.hotelbeausejour.it/,info@hotelbeausejour.it,struttura semplice
Valle D'Aosta,NO,Beau Sejour,Localita' Avenue Dent du Géant 18,PRE'-SAINT-DIDIER - PALLEUSIEUX,AO,,,info@hotelbeausejour.it,
Valle D'Aosta,NO,Gressoney Sporting,Localita' Bielciuken 26,GRESSONEY - SAINT-JEAN,AO,,,sporting@hotelsgressoney.com,
Valle D'Aosta,BB,Le Meleze,Località Blen 23,Valsavarenche,AO,,,lemeleze@tiscali.it,
Valle D'Aosta,3,Lo Fleye,Località Bussan Dessous 91,SAINT-PIERRE,AO ,3,http://www.lofleye.com,info@lofleye.com,
Valle D'Aosta,3,Posta,Localita' Capoluogo 29,ISSIME,AO ,3,http://www.hotelpostaissime.com,info@hotelpostaissime.com,Verificare n. camere 
Valle D'Aosta,,Posta,Localita' Capoluogo 29,ISSIME,AO,,,info@hotelpostaissime.com,
Valle D'Aosta,NO,Del Castello,Localita' Champerioux 5,MONTJOVET,AO,,,info@albergo-castello.com,
Valle D'Aosta,NO,La Meridiana,Localita' Chateau Feuillet 17,SAINT-PIERRE,AO,,,info@albergomeridiana.it,
Valle D'Aosta,NO,Maisonnette,Localita' Chatrian 166,TORGNON,AO,,,info@hotelmaisonnette.com,
Valle D'Aosta,3,Comtes de Challant,Localita' Chez Sapin 95,FENIS,AO ,3,http://www.hcdc.it/,info@hcdc.it,
Valle D'Aosta,NO,Des Alpes,Localita' Cochepache 15,SAINT-RHÉMY-EN-BOSSES,AO,,,info@desalpeshotel.com,
Valle D'Aosta,3,Italia,Localita' Colle Del Gran San Bernardo,SAINT-RHÉMY-EN-BOSSES - GRAN SAN BERNARDO (COLLE DEL),AO ,,http://www.gransanbernardo.it/,info@gransanbernardo.it,location particolare
valle D'Aosta,3,Les Combes,Localita' Combe 198,LA SALLE - CHEVEREL,AO ,3,http://www.lescombes.it/,info@lescombes.it,
Valle D'Aosta,2,Maison Cly,Localita' Corgnolaz 6,CHAMOIS,AO ,3,http://www.maisoncly.it/,info@maisoncly.it,Centro Benessere
Valle D'Aosta,3,Crè Fornè,Località Crè Fornè,AYAS - CREST,AO ,3,http://www.champoluc.it/,creforne@champoluc.it,3 camere sono studiate a misura di bambino. Circuito Chalet e Relax
Valle D'Aosta,2,Les Neiges d'Antan,Localita' Cret 10,VALTOURNENCHE - BREUIL,AO ,3,http://lesneigesdantan.it/, info@lesneigesdantan.it,Verificare n. camere. Circuito chalet e relax
Valle D'Aosta,2,Notre Maison,Località Cretaz 8,Cogne,AO ,3,http://www.notremaison.it/index.php/it/hotel,hotel@notremaison.it,Centro Benessere
Valle D'Aosta,BB,Le Rosier,località Crotache 1,Saint Vincente,AO,,,vesan@libero.it,
Valle D'Aosta,NO,Parco Nazionale,Località Degioz,VALSAVARENCHE,AO,,,gabriele@hotelparconazionale.com,
Valle D'Aosta,NO,Genzianella,Localita' Donzel,VALSAVARENCHE - PONT,AO,,,info@genzianella.aosta.it,
Valle D'Aosta,NO,Residence,Localita' Edelboden 30,GRESSONEY - LA-TRINITE',AO,,,hotelresidence@valverdehotel.it,
Valle D'Aosta,2,Jolanda Sport,Località Edelboden 31,GRESSONEY - LA-TRINITE',AO ,4,http://www.hoteljolandasport.com,info@hoteljolandasport.com,Verificare n. camere 
Valle D'Aosta,NO,Dufour,Localita' Edelboden Superiore 34,GRESSONEY - LA-TRINITE',AO,,,info@hoteldufour.it,
Valle D'Aosta,NO,Filey,Localita' Filey 4,ANTEY-SAINT-ANDRE',AO,,,hotelfiley@yahoo.it,
Valle D'Aosta,NO,Lysjöch,Localita' Föhre 4,GRESSONEY - LA-TRINITE',AO,,,info@hotellysjoch.com,
Valle D'Aosta,NO,Saint Nicolas,Localita' Fossaz 4,SAINT-NICOLAS,AO,,,hsn@libero.it,
Valle D'Aosta,NO,Fürggen,Localita' Giomein,VALTOURNENCHE - BREUIL,AO,,,info@meublefurggen.com,
Valle D'Aosta,3,La Clusaz,Localita' La Clusaz 1,GIGNOD,AO ,3,http://www.laclusaz.it/,info@laclusaz.it,
Valle D'Aosta,1,Mont Blanc Hotel Village,Localita' La Croisette 36,LA SALLE,AO ,5,http://www.hotelmontblanc.it/Home.asp,info@hotelmontblanc.it,Bello
Valle D'Aosta,3,Cime Bianche,Localita' La Vieille 44,VALTOURNENCHE - BREUIL,AO ,3,http://www.hotelcimebianche.com/hotel.htm,info@hotelcimebianche.com,
Valle D'Aosta,2,Chalet Valdotain,Località Lago Blu 2,VALTOURNENCHE - BREUIL,AO ,4,http://www.chaletvaldotain.it/homepage.asp?l=1,info@chaletvaldotain.it,Centro Benessere - circuito Chalet & Relax
Valle D'Aosta,3,Les Granges,Localita' Les Granges,LA THUILE,AO ,3,http://www.lesgranges.it/,info@lesgranges.it,
Valle D'Aosta,1,Hotellerie de Mascognaz,Località Mascognaz,AYAS,AO ,,http://www.hotelleriedemascognaz.com, info@hotelleriedemascognaz.com,bellissimo
Valle D'Aosta,NO,Serenella,Localita' Meynet 5,VALTOURNENCHE - BREUIL,AO,,,info@serenellacervinia.com,
Valle D'Aosta,NO,Foyer de Montagne,Località Mondanges 1,VALGRISENCHE,AO,,,info@hotels-valledaosta.com,
Valle D'Aosta,3,Relais du Foyer,Localita' Panorama 37,CHATILLON,AO ,4,http://www.relaisdufoyer.it,info@relaisdufoyer.it,Verificare n. camere 
Valle D'Aosta,NO,La Rocca,Localita' Perolle 18,CHATILLON,AO,,,info@hotel-larocca.com,
Valle D'Aosta,3,Maison Tissiere,Località Petit Antey 9,ANTEY-SAINT-ANDRE',AO ,4,http://www.hoteltissiere.it,info@hoteltissiere.it,Centro Benessere
Valle D'Aosta,NO,Du Glacier,Localita' Petite Golette 14,LA THUILE,AO,,,info@hotelduglacier.it,
Valle D'Aosta,NO,Maison de Neige,Località Piccolo San Bernardo 16,LA THUILE - PICCOLO SAN BERNARDO (COLLE DEL),AO,,,info@hotelmaisondeneige.it,
Valle D'Aosta,NO,Casale,Localita' Plaine Condemine 1,SAINT-CHRISTOPHE,AO,,,info@hotelristorantecasale.it,
Valle D'Aosta,3,Chalet Plan Gorret,Localita' Plan Gorret 45,COURMAYEUR,AO,3,http://www.hotelsearch.it/alberghi/20105564-ithome.asp,chaletplangorret@libero.it,chalet semplice
Valle D'Aosta,3,Panoramique,Localita' Pont d'Avisod 32,SARRE,AO ,,http://www.htlpanoramique.com/hotel.asp,info@htlpanoramique.com,
Valle D'Aosta,NO,Miage,Localita' Pont Suaz 252,CHARVENSOD,AO,,,hm@hotelmiage.it,
Valle D'Aosta,NO,Milleluci,Localita' Porossan - Roppoz 15,AOSTA,AO,,,info@hotelmilleluci.com,
Valle D'Aosta,NO,Diana,Località Saint Benin 1/B,POLLEIN,AO,,,info@hoteldianaaosta.com,
Valle D'Aosta,NO,Du Charaban,Localita' Saraillon 38,AOSTA,AO,,,info@lecharaban.it,
Valle D'Aosta,3,Lo Scoiattolo,Località Tache 6,GRESSONEY - LA-TRINITE',AO ,3,http://www.htlscoiattolo.com/,info@htlscoiattolo.com,Non ha il sito. Circuito chalet e relax
Valle D'Aosta,NO,Tivet,Località Tivet 6,GRESSAN,AO,,,info@tivet.it,
Valle D'Aosta,,Village,Localita' Torrent De Maillod,QUART,AO ,,,info@bourricotfleuri.it,non ha il sito. 
Valle D'Aosta,NO,Des Roses,Localita' Trepont,VILLENEUVE,AO,,,aventure@aostanet.com,
Valle D'Aosta,NO,Nordend,Località Tschaval 5,GRESSONEY - LA-TRINITE',AO,,,info@hotelnordend.com,
Valle D'Aosta,2,Chalet Eden,Localita' Villaret 74,LA THUILE,AO,,http://www.chaleteden.it/,chaleteden@yeur.net,Biohotel
Valle D'Aosta,3,Notre Maison,Località Villette 4,SAINT-PIERRE - VETAN,AO ,3,http://www.hotelnotremaison.com/index.php,hotelnotremaison@tiscalinet.it,
Valle D'Aosta,3,Le Rocher,Localita' Villy,AYAS - CHAMPOLUC,AO ,3,,info@lerocherhotel.com,Centro Benessere
Valle D'Aosta,NO,California,Localita' Villy,AYAS,AO,,,info@wrpub.it,
Valle D'Aosta,NO,Petit Tournalin,Localita' Villy 2,AYAS - CHAMPOLUC,AO,,,info@hotelpetittournalin.it,
Valle D'Aosta,NO,Du Foyer,Localita' Vollon 12,BRUSSON - VOLLON,AO,,,info@brussonhoteldufoyer.com,
Valle D'Aosta,NO,Valdotain,Piazza Assunzione 6/7,VILLENEUVE,AO,,,info@valdotain.it,
Valle D'Aosta,NO,Bijou,Piazza Carrel 4,VALTOURNENCHE,AO,,,hotelbijou@tiscalinet.it,
Valle D'Aosta,3,Bijou,Piazza Cavalieri di Vittorio Veneto 3,SAINT-VINCENT,AO ,3,http://www.bijouhotel.it/,info@hotelbijou.it,Verificare n. camere 
Valle D'Aosta,NO,Panoramique,Piazza Frutaz 1,TORGNON,AO,,,panoramique@tiscalinet.it,
Valle D'Aosta,3,Punta Maquignaz,Piazza Guide Maquignaz,VALTOURNENCHE - BREUIL,AO,4,http://www.puntamaquignaz.com/,puntamaquignaz@puntamaquignaz.com,
Valle D'Aosta,NO,Ponte Romano,Piazza IV Novembre 14,PONT-SAINT-MARTIN,AO,,,hotel.ponteromano@libero.it,
Valle D'Aosta,3,Jumeaux,Piazza Jumeaux,VALTOURNENCHE - BREUIL,AO ,3,http://www.hoteljumeaux.it/,info@hotel-jumeaux.com,Verificare n. camere 
Valle D'Aosta,1,Bucaneve,Piazza Jumeaux 10,VALTOURNENCHE - BREUIL,AO ,4,http://www.hotel-bucaneve.it,info@hotel-bucaneve.it,
Valle D'Aosta,3,Excelsior Planet,Piazzale Planet 1,VALTOURNENCHE - BREUIL,AO ,4,http://it.toprural.com/ficha/tiovivo.cfm/ids/48345/idf/450255/,info@excelsiorplanet.com,non ha il sito. 
Valle D'Aosta,NO,L'Espoir,Route Barmasc,AYAS,AO,,,hotellespoir@libero.it,
Valle D'Aosta,NO,Santa San,Route Barmasc 1,AYAS - ANTAGNOD,AO,,,info@hotelsantasan.com,
Valle D'Aosta,NO,Relais des Glaciers,Route Dondeynaz,AYAS - CHAMPOLUC,AO,,,info@hotelrelaisdesglaciers.com,
Valle D'Aosta,2,Le Grand Hotel Courmaison,Route Mont Blanc - Frazione Pallesieux ,Pré Saint Didier ,AO ,4,http://www.courmaison.it/it/hotel/index.php,hotel@courmaison.it ,Centro Benessere
Valle D'Aosta,NO,L'Aiglon,Route Ramey 24,AYAS - CHAMPOLUC,AO,,,info@hotellaiglon.com,
Valle D'Aosta,1,Breithorn,Route Ramey 27,AYAS - CHAMPOLUC,AO ,,http://www.breithornhotel.com,info@breithornhotel.com,Verificare numero di camere. Bellissimo. Stessa società del http://www.hotelleriedemascognaz.com/ -GRUPPO BREITHORN  RESORT & RELAX HOTEL
Valle D'Aosta,NO,Petit Prince,Route Tchavagod 1,AYAS - ANTAGNOD,AO,,,info@hotelpetiteprince.com,
Valle D'Aosta,3,Stambecco Meuble,Rue des Clémentines 21,Cogne,AO ,,http://www.hotelstambecco.com/index.htm,hotelstambecco@inrete.it,
Valle D'Aosta,3,Lo Campagnar,Rue des Granges 14,COURMAYEUR,AO ,3,http://www.maisonlocampagnar.com/,info@maisonlocampagnar.com,
Valle D'Aosta,NO,Ayas,Rue des Guides 19/Bis,AYAS - CHAMPOLUC,AO,,,info@meubleayas.com,
Valle D'Aosta,NO,Col Serena,Rue des Vergers 7,ETROUBLES,AO,,,info@hotelcolserena.com,
Valle D'Aosta,1,Hotel Bellevue,Rue Grand Paradis 22,Cogne,AO,,http://www.hotelbellevue.it/hotel_bellevue_it.html ,bellevue@relaischataux.com,fa parte del circuito RELAIS & relax
Valle D'Aosta,NO,Le Bouquet,Rue Grand Paradis 61/A,COGNE,AO,,,info@hotel-lebouquet.com,
Valle D'Aosta,4,La Gran Baita,Strada Castello Savoia 26-Località Gressmatten,GRESSONEY - SAINT-JEAN,AO ,3,http://www.hotelgranbaita.it,info@hotelgranbaita.it,piccolo centro benessere con area fiteness
Valle D'Aosta,NO,Tavernier,Strada Courmayeur - Dolonne 27,COURMAYEUR - DOLONNE,AO,,,tavernier@tin.it,
Valle D'Aosta,3,I Maquis,Strada della Brenva 10,COURMAYEUR - ENTREVES,AO ,3,,info@imaquis.com,
Valle D'Aosta,NO,Stella del Nord,Strada della Vittoria 2,COURMAYEUR - DOLONNE,AO,,,info@stelladelnord.com,
Valle D'Aosta,NO,La Grange,Strada La Brenva,COURMAYEUR - ENTREVES,AO,,http://www.lagrange-it.com/,lagrange@mbtlc.it,
Valle D'Aosta,3,Dente del Gigante,Strada la Palud 42,Courmayeur,AO,,http://www.dentedelgigante.com/,info@dentedelgigante.com,camere da letto bellissime
Valle D'Aosta,3,Gran Baita,Strada Larzey 2,COURMAYEUR,AO ,4,,granbaita@sogliahotels.com,non ha il sito. 
Valle D'Aosta,NO,Walser,Strada Margherita 8/A,COURMAYEUR,AO,,,info@walserhotel.com,
Valle D'Aosta,NO,Crabun,Strada Nazionale Per Donnas 3,PONT-SAINT-MARTIN,AO,,,info@crabunhotel.it,
Valle D'Aosta,NO,Domina Inn Les Jumeaux,Strada Regionale 35,COURMAYEUR,AO,,,lesjumeaux@domina.it,
Valle D'Aosta,NO,Lyskamm,Strada Regionale 44 1,GRESSONEY - SAINT-JEAN,AO,,,lyskammgressoney@libero.it,
Valle D'Aosta,3,Pavillon,Strada Regionale 62,COURMAYEUR,AO ,4,http://www.pavillon.it/,info@pavillon.it,
Valle D'Aosta,3,Triolet,Strada Regionale 63,COURMAYEUR,AO ,3,http://www.hoteltriolet.com/,info@hoteltriolet.com,Centro Benessere
Valle D'Aosta,3,Bouton d'Or,Strada Statale 26 10,COURMAYEUR,AO ,3,http://www.hotelboutondor.com,info@hotelboutondor.com,
Valle D'Aosta,,Petit Palais,Via Bardoney,VALTOURNENCHE - BREUIL-CERVINIA,AO ,4,,clubhotelpetitpalais@libero.it,non ha il sito. Verificare l'hotel e il numero delle camere
Valle D'Aosta,NO,Elena,Via Biavaz 2,SAINT-VINCENT,AO,,,hotel.elena@libero.it,
Valle D'Aosta,2,Hotel Sant'Orso,"Via Bourgeois, 2",Cogne,AO ,,http://www.cognevacanze.com/GP/hotel_cogne_tre_stelle_ITA.asp,info@cognevacanze.com,Centro Benessere. circuito COGNEVACANZE. Verificare n. camere 
Valle D'Aosta,NO,Europa,Via C. Pellissier 2,VALTOURNENCHE - BREUIL,AO,,,info@htl-europa.com,
Valle D'Aosta,NO,Da Compagnoni,Via Carrel 15,VALTOURNENCHE - BREUIL,AO ,3,,hoteldacompagnoni@t.it,non ha il sito. Verificare l'hotel e il numero delle camere
Valle D'Aosta,NO,Le Pageot,Via Carrel 31,AOSTA,AO,,,info@lepageot.it,
Valle D'Aosta,NO,Grivola,Via Carrel 4,VALTOURNENCHE - BREUIL,AO,,,info@nuovohotelgrivola.com,
Valle D'Aosta,3,Mignon,Via Carrel 50,VALTOURNENCHE - BREUIL,AO ,3,http://www.mignoncervinia.com,info@mignoncervinia.com,Verificare n. camere 
Valle D'Aosta,3,Du Soleil,Via Cavagnet 27,COGNE,AO ,3,http://www.meubledusoleil.it/,info@meubledusoleil.it,Semplice
Valle D'Aosta,NO,Laurent,Via Circonvallazione 23,COURMAYEUR,AO,,,info@meublelaurent.com,
Valle D'Aosta,1,Cresta et Duc,Via Circonvallazione 7,COURMAYEUR,AO ,3,http://www.crestaetduc.com/,info@crestaetduc.com,Centro Benessere
Valle D'Aosta,2,Hostellerie Du Cheval Blanc,Via Clavalité 20,Aosta,AO ,4,http://www.chevalblanc.it/,info@chevalblanc.it,Centro Benessere - verificare n. camere tot.
Valle D'Aosta,NO,Ruitor,Via Corrado Gex 38,ARVIER,AO,,,info@hotelruitor.com,
Valle D'Aosta,NO,Saint Pierre,Via Corrado Gex 61,SAINT-PIERRE,AO,,,info@hotelsaintpierre.it,
Valle D'Aosta,3,Hotel Villa Anna Maria ,Via Croues n°5-Loc. Champoluc ,Ayas Champoluc,AO ,3,http://www.takkapu.com/hotel_ayaschampoluc.aspx/hotelvillaannamaria.html,hotelannamaria@tiscali.it,non ha il sito. 
Valle D'Aosta,NO,Croux,Via Croux 8,COURMAYEUR,AO,,,info@hotelcroux.it,
Valle D'Aosta,NO,Club Med Cervinia,Via del Piolet 6,VALTOURNENCHE - BREUIL,AO,,,infovacanze@clubmed.com,
Valle D'Aosta,3,Dolonne,Via della Vittoria 63,COURMAYEUR - DOLONNE,AO ,3,http://www.hoteldolonne.com/homeita.htm,hoteldolonne@hoteldolonne.it,
Valle D'Aosta,NO,Des Glaciers,Via della Vittoria 66,COURMAYEUR - DOLONNE,AO,,,info@hoteldesglaciers.com,
Valle D'Aosta,NO,Joli,Via delle Valli Valdostane 11,AOSTA,AO,,http://www.jolihotel.com,joli@aostanet.com,
Valle D'Aosta,2,Maison Saint Jean,Via Dolonne 18,COURMAYEUR,AO ,3,http://www.msj.it/,info@msj.it,Centro Benessere
Valle D'Aosta,2,Du Grand Paradis,Via Dottor Grappein 45,Cogne,AO ,,http://www.cognevacanze.com/GP/hotel_cogne_tre_stelle_ITA.asp,info@cognevacanze.com,Centro Benessere. circuito COGNEVACANZE. Verificare n. camere 
Valle D'Aosta,NO,De la Tor,Via Dottor Grappein 76,COGNE,AO,,,info@hoteldelator.info,
Valle D'Aosta,NO,La Chance,Via Duca D'Aosta 14,SAINT-VINCENT,AO,,,info@hotel-lachance.com,
Valle D'Aosta,NO,Leon d'Oro,Via E. Chanoux 26,SAINT-VINCENT,AO,,http://www.leondoro.info/,leondorosaintvincent@libero.it,
Valle D'Aosta,3,Pilier d'Angle,Via Grandes Jorasses 18,COURMAYEUR - ENTREVES,AO ,3,http://www.pilierdangle.it,info@pilierdangle.it,Centro Benessere
Valle D'Aosta,NO,Au Soleil,Via Guglielmo Marconi 20,SAINT-VINCENT,AO,,,info@ausoleil.it,circuito Chalet e relax
Valle D'Aosta,NO,Edelweiss,Via Guido Rey 18,VALTOURNENCHE - BREUIL,AO,,,info@matterhorn.it,
Valle D'Aosta,NO,Sertorelli Sport Hotel,Via Guido Rey 28,VALTOURNENCHE - BREUIL,AO,,,info@sertorelli-cervinia.it,
Valle D'Aosta,NO,Hostellerie des Guides,Via J. A. Carrel 32,VALTOURNENCHE - BREUIL,AO,,,info@desguides.it,
Valle D'Aosta,NO,The Dragon,Via J.B. Bich 3,VALTOURNENCHE - BREUIL,AO,,,info@hoteldragon.it,
Valle D'Aosta,NO,Lyskamm,Via Jean Baptiste Bich 12,VALTOURNENCHE - BREUIL,AO,,,hotellyskamm@libero.it,
Valle D'Aosta,2,La Madonnina del Gran Paradiso,Via Laydetre 7,Cogne,AO ,4,http://www.lamadonnina.com/homepage.asp?l=1,hotel@lamadonnina.com,
Valle D'Aosta,NO,Gressoney,Via Lys 3,GRESSONEY - SAINT-JEAN,AO,,,info@hotelsgressoney.com,
Valle D'Aosta,NO,Bus,Via Malherbes 18/A,AOSTA,AO,,,info@hotelbus.it,
Valle D'Aosta,,Olympic,Via Marconi 2,SAINT-VINCENT,AO ,3,,hotelolympic@virgilio.it,non ha il sito. 
Valle D'Aosta,3,Berthod,Via Mario Puchoz 11,COURMAYEUR,AO ,3,http://www.hotelberthod.com/,info@hotelberthod.com,
Valle D'Aosta,NO,Centrale,Via Mario Puchoz 7,COURMAYEUR,AO,,,info@hotelscentrale.it,
Valle D'Aosta,NO,Da Pierre,Via Martorey 73,VERRES,AO,,,dapierre@dapierre.com,
Valle D'Aosta,2,Auberge de la Maison,Via Passerin d'Entrèves 16/A,COURMAYEUR - ENTREVES,AO ,4,http://www.aubergemaison.it/, info@aubergemaison.it,
Valle D'Aosta,NO,Monte Rosa,Via Periasc Laval 7,AYAS - PERIASC,AO,,,info@monterosahotel.com,
Valle D'Aosta,NO,Montfleury,Via Piccolo San Bernardo 26,AOSTA,AO,,,info@hotelmontfleury.it,
Valle D'Aosta,2,Dora,Via Piccolo San Bernardo 3,LA THUILE,AO ,4,http://www.hoteldora.net,info@hoteldora.net,Verificare n. camere 
Valle D'Aosta,NO,Les Saisons,Via Ponte Romano 186,SAINT-VINCENT,AO,,,lessaisons@inwind.it,
Valle D'Aosta,NO,Atahotel Miramonti,Via Ponte Romano 25,SAINT-VINCENT,AO,,,booking.miramonti@atahotels.it,
Valle D'Aosta,NO,Cecchin,Via Ponte Romano 27,AOSTA,AO,,,info@hotelcecchin.com,
Valle D'Aosta,NO,Suisse,Via Ponte Romano 72,SAINT-VINCENT,AO,,,info@suissestvincent.com,
Valle D'Aosta,NO,Lo Miete Viei,Via Prabochon 6,AYAS,AO,,,info@lomieteviei.com,
Valle D'Aosta,NO,Bellevue,Via Ramey 16/A,AYAS - CHAMPOLUC,AO,,,info@hotelbellevuechampoluc.com,
Valle D'Aosta,3,Castor,Via Ramey 2,AYAS - CHAMPOLUC,AO ,3,http://www.hotelcastor.eu/,info@hotelcastor.eu,Non ha il sito
Valle D'Aosta,NO,De Champoluc,Via Ramey 65,AYAS - CHAMPOLUC,AO,,,hoteldechampoluc@hoteldechampoluc.net,
Valle D'Aosta,NO,Cristallo,Via Roma 138,COURMAYEUR,AO,,,info@hotelcourmayeur.it,
Valle D'Aosta,NO,Courmayeur,Via Roma 158,COURMAYEUR,AO,,,info@hotelcourmayeur.com,
Valle D'Aosta,NO,Tourist,Via Roma 32,VALTOURNENCHE,AO,,,info@hotel-tourist.it,
valle D'Aosta,3,Grandes Murailles,Via Roma 78,VALTOURNENCHE - PAQUIER,AO ,3,http://www.hotelgmurailles.com,info@hotelgmurailles.com,
Valle D'Aosta,NO,Punta Margherita,Via Roma 8,VALTOURNENCHE,AO,,,punta.margherita@tiscalinet.it,
Valle D'Aosta,NO,Royal & Golf,Via Roma 87,COURMAYEUR,AO,,,hotelroyalgolf@ventaglio.com,
Valle D'Aosta,3,Rendez Vous,Via Soleil 3,CHATILLON,AO ,3,http://www.hotel-rendezvous.com/,info@hotel-rendezvous.com,Centro Benessere
Valle D'Aosta,NO,Turin,Via Torino 14,AOSTA,AO,,,info@hotelturin.it,
Valle D'Aosta,3,Roma,Via Torino 7,Aosta,AO ,3,http://www.hotelroma-aosta.it/ITA/homeit.html,hroma@libero.it,Verificare numero di camere
Valle D'Aosta,NO,Le Verger,Via Tour de Grange 53,CHATILLON,AO,,,info@leverger.it,
Valle D'Aosta,BB,La Lierre,Via Tour de Grange 64,Chatillon,AO,,www.bedbreakfastalp.it,landoni.ada@bedbreakfastalp.it,
Valle D'Aosta,NO,Italia,Via Valley 2,BRUSSON,AO,,,info@italia-hotel.com,
Valle D'Aosta,3,Crampon,Via Villette 8,COURMAYEUR,AO ,3,http://www.crampon.it/,info@crampon.it,
Valle D'Aosta,NO,Au Coin Vert,Via Viseran 1,AOSTA,AO,,,info@hotelaucoinvert.com,
Valle D'Aosta,3,Bouton d'Or,Viale Cavagnet 15,COGNE,AO,3,http://www.hotelboutondor.it,info@hotelboutondor.it,
Valle D'Aosta,3,Petit Hotel,Viale Cavagnet 19,COGNE,AO ,3,http://www.petithotel.net,info@petithotel.net,
Valle D'Aosta,2,Miramonti,Viale Cavagnet 31,COGNE,AO,4,http://www.miramonticogne.com,miramonti@miramonticogne.com,Centro Benessere  
Valle D'Aosta,NO,Vallée de Cogne,Viale Cavagnet 6,COGNE,AO,,,info@hotelvalleedecogne.it,
Valle D'Aosta,NO,Rayon de Soleil,Viale Gran San Bernardo Km 2,AOSTA,AO,,,hotel@rayondesoleil.it,circuito Chalet e relax
Valle D'Aosta,2,Villa Novecento,Viale Monte Bianco 64,COURMAYEUR,AO ,,http://www.villanovecento.it/hotel.php,info@villanovecento.it,Piccolo centro benessere  
Valle D'Aosta,NO,Del Viale,Viale Monte Bianco 74,COURMAYEUR,AO,,,info@hoteldelviale.com,
Valle D'Aosta,2,Paradise,Viale Piemonte 54,SAINT-VINCENT,AO ,3,http://www.hparadise.com/,info@hparadise.com,Centro Benessere
Valle D'Aosta,NO,Billia,Viale Piemonte 72,SAINT-VINCENT,AO,,,segreteria@grandhotelbillia.com,
Valle D'Aosta,BB,La Grisse,Village de Grun 18,Saint Vincente,AO,,,seris.paola@bedbreakfastalp.it,
Valle D'Aosta,NO,Lac Bleu,Zona Campeggio 1,VALTOURNENCHE - BREUIL,AO,,,info@hotel-lacbleu.com,
Valle D'Aosta,,VILLA TEDALDI  ,,GRESSONEY-SAINT-JEAN,AO,2,,info@villatedaldi.com,
Valle D'Aosta,,VALEREUSA   ,,Cogne,AO,2,,valereusa@tiscali.it,
Valle D'Aosta,,VALENTINO   ,,BIONAZ,AO,2,,info@hotelvalentinobionaz.com,
Valle D'Aosta,,VALDIGNE,,MORGEX,AO,2,,e.chatel@tiscali.it,
Valle D'Aosta,,VAL VENY,,Courmayeur,AO,2,,studiocapra@tiscali.it,
Valle D'Aosta,,TERSIVA   ,,VALTOURNENCHE,AO,2,, info@hoteltersiva.com,
Valle D'Aosta,,TANTANE'  ,, LA MAGDELEINE,AO,2,,info@hoteltantane.191.it,
