email,nome,cognome,nome_azienda
info@seeleiten.it,,,Seeleiten
hotel.arndt@dnet.it,,,Arndt
info@traminerhof.it,,,Traminer Hof
info@sigmundskron.com,,,Sigmundskron
info@kurtinigerhof.it,,,Kurtiniger Hof
hotelselva@tin.it,,,Selva
info@steinegger.it,,,Heidi
laperla@val-gardena.com,,,La Perla
info@hoteljanmaria.com,,,Jan Maria
info@hotelcristallo.net,,,Cristallo
hotel.post.kg@rolmail.net,,,Zur Post
info@garni-giardin.com,,,Giardin
info@hotel-dolomiti.com,,,Dolomiti
info@hotelgranpre.it,,,Gran Prè
info@christof-appiano.com,,,Christof
info@albergoroya.it,,,Royal
info@boscoverde.it,,,Bosco Verde
info@hoteldiamant.com,,,Diamant
info@hotelvajolet.it,,,Vajolet
info@conturines.it,,,Conturines Posta
info@hoteltofana.com,,,Tofana
info@hotel-lastua.it,,,La Stüa
info@hotel-grien.com,,,Grien
info@hotel-linger.com,,,Linger
info@piccolohotel.net,,,Piccolo Hotel
hotelgrief@tivigest.com,,,Greif
info@hotelcappella.com,,,Cappella
info@albergoladinia.it,,,Ladinia
info@hotel-serena.com,,,Serena
info@ustariaposta.it,,,Posta
info@hotelstores.it,,,Störes
ingram@valgardena.it,,,Ingram
gerard@val-gardena.com,,,Chalet Gèrard
info@planac.com,,,Parkhotel Planac
hotel@costes.it,,,Costes
villa.flora@rolmail.net,,,Villa Flora
hoteltama@altabadia.it,,,Ciasa Tamà
info@granancei.com,,,Gran Ancëi
info@gran-paradiso.it,,,Gran Paradiso
salares@siriolagroup.it,,,Ciasa Salares
info@belsit.it,,,Bel Sit
info@pratlusel.com,,,Pra Tlusel
info@stetteneck.com,,,Am Stetteneck
info@hotelrosa.biz,,,Alla Rosa
scherer.sigrid@rolmail.net,,,Unterrain
info@hotel-astoria.net,,,Astoria
info@waldhof.com,,,Waldhof
info@garnidelta.it,,,Delta
info@kolfuschgerhof.com,,,Kolfuschgerhof
info@belvederealtabadia.it,,,Belvedere
info@dolasilla.it,,,Dolasilla
garni@ciasademunt.com,,,Ciasa de Munt
info@latambra.com,,,La Tambra
info@sassongher.it,,,Sassongher
info@sporthotel-panorama.com,,,Sporthotel Panorama
friends@hotelcosmea.it,,,Cosmea
lech.sompunt@altabadia.it,,,Lech da Sompunt
info@granciasa.com,,,Gran Ciasa
info@garberhof.com,,,BEAUTY & WELLNESS RESORT GARBERHOF
info@garni-garden.it,,,Garden
hotelsport@rolmail.net,,,Sport
info@hotel-lesalpes.com,,,Les Alpes
info@sporthotel-des-alpes.com,,,Sport Hotel des Alpes
info@schwefelbad.com,,,Schwefelbad
info@muehlbacherhof.com,,,Mühlbacherhof
gstoer@pass.dnet.it,,,Gstör
olympia@rolmail.net,,,Olympia
info@hotel-oberwirt.com,,,Oberwirt
info@adler-dolomiti.com,,,
info@jaufentalerhof.com,,,Jaufentalerhof
brueckenwirt@tin.it,,,Brückenwirt
info@rovereto-hotelflora.it,,,Flora
info@hotelmughi.com,,,Ai Mughi
info@landsitz-stroblhof.it,,,Landsitz Stroblhof
schoenbrunn@rolmail.net,,,Schönbrunn
info@hotel-inge.com,,,Inge
info@golserhof.it,,,Golserhof
info@brunnhofer.it,,,Brunnhofer
info@johannis.it,,,Johannis
info@hotelkrone.com,,,Krone
info@schlosswirt.it,,,Schlosswirt
info@feldmuellerhof.com,,,Feldmüllerhof
info@hotelvillamagnolia.it,,,Villa Magnolia
villaclaudia@torbole.com,,,Villa Claudia
info@hotel-caminetto.it,,,Al Caminetto
info@hotelido-ledro.it,,,Lido
info@etschland.it,,,Etschland
info@carmen.it,,,Carmen
info@paraccia.com,,,Paraccia
info@pinetahotels.it,,,Pineta
genzianella.hotel@virgilio.it,,,Genzianella
info@trunkalunka.it,,,Parc Hotel Villa Trunka Lunka
info@hotel-dolomiten.com,,,Dolomiten
reservation@trento.boscolo.com,,,Boscolo Grand Hotel
info@allatorrehotel.it,,,Alla Torre
info@hotel-alpi.com,,,Alpi
info@hotelallarocca.com,,,Alla Rocca
info@hotellaromantica.it,,,La Romantica
info@hotelalpi.info,,,Best Western Hotel Alpi
info@hotel-gurschler.com,,,Gurschler
info@hotelsteidlerhof.it,,,Steidlerhof
info@pension-elisabeth.com,,,Elisabeth
hotel@anewandter.com,,,Anewandter
info@hotel-vierjahreszeiten.it,,,Hotel Vier Jahreszeiten
hotel.sonnenhof@dnet.it,,,Sonnenhof
dolomites.inn@rolmail.net,,,Dolomites Inn
info@hotelantermoia.com,,,Antermoia
info@putia.com,,,Pütia
info@hotelmeida.it,,,Antico Bagno
info@hotelgarnilaurino.it,,,Laurino
info@arnaria.com,,,Arnaria
hdoria@torbole.com,,,Doria
info@hotel-lechner.com,,,Lechner
info@tirolerkreuz.com,,,Tiroler Kreuz
info@rebhof.com,,,Rebhof
info@hotel-stephanshof.com,,,Stephanshof
info@hotel-patrizia.it,,,Patrizia
kuglerhof@rolmail.net,,,Der Kueglerhof
info@winklwiese.com,,,Apparthotel Winklwiese
info@sunnwies.it,,,Sunnwies
info@hotel-elefant.com,,,Elefant
info@alpenschloessl.com,,,Alpenschlössl
hotel-sonnleiten@rolmail.net,,,Sonnleiten
hotel@steinpent.com,,,Steinpent
info@hotel-sonja.it,,,Sonja
info@schachen.com,,,Zum Schachen
info@ahrntalerhof.com,,,Ahrntalerhof
info@ahrntaler-alpenhof.com,,,Ahrntaler Alpenhof
info@hoteltiroleradler.com,,,Tiroler Adler
info@hotelbergland.com,,,Bergland
info@neuwirt.it,,,Neuwirt
info@hotel-klausberg.com,,,Sporthotel Klausberg
hotel_arnika@rolmail.net,,,Arnika
info@badbergfall.com,,,Bad Bergfall
info@winklerhotels.com,,,Sonnenhof
alberello@rivadelgarda.com,,,Alberello
leiter.j@dnet.it,,,Lindenhof
info@sole-paradiso.com,,,Parkhotel Sole Paradiso
info@hotelarnica.net,,,Arnica
info@hotelmadonnina.com,,,La Madonnina
info@pensionsonne.it,,,Sonne
info@hotelcorso.com,,,Corso
info@goldenerose.com,,,Goldene Rose
info@hotelpost-bruneck.com,,,Post
info@crocedoro.com,,,Croce d'Oro - Goldenes Kreuz
hotelariston@tin.it,,,Ariston
info@cattonihotelplaza.com,,,Cattoni Plaza
info@miramonti-hotel.it,,,Miramonti
info@hotelstellaalpina.com,,,Stella Alpina
info@hotelmontana.net,,,Montana
hotelitaliapine@tin.it,,,Italia
hotel.heini@dnet.it,,,Heini
info@aquiladoro.it,,,Aquila d'Oro
sporthotel.enrosadira@rolmail.net,,,Sport Hotel Enrosadira
info@moseralm.it,,,Berghotel Moseralm
info@hotellory.com,,,Lory
hotel.touring@katamail.com,,,Touring
info@hotel-irma.it,,,Meister's Hotel Irma
erika@campigliohotelerika.it,,,Erika
info@hotel-florida.it,,,Florida
rogcaste@tin.it,,,Aurora
info@onbenaco.com,,,Benaco
albergogenzianella@tin.it,,,Genzianella
info@hotelbadwaldbrunn.com,,,Bad Waldbrunn
lagopark@tin.it,,,Lago Park Hotel
hmolveno@tin.it,,,Molveno
hfontanella@tin.it,,,Fontanella
info@neuhausmuehle.com,,,Neuhausmühle
hotelcollinipinzolo@jumpy.it,,,Collini
hotelcanada@pinzolo.it,,,Canada
casteluce@castelucehotel.com,,,Casteluce
maffei@pinzolo.it,,,Maffei
pensionfriedheim@dnet.it,,,Friedheim
gasthof-tennis@rolmail.net,,,Tennis
hotel.kuhn@dnet.it,,,Kuhn
info@helmhotel.com,,,Helmhotel
info@hotel-loewe.it,,,Löwe - Leone
hotel@frangart.com,,,Frangart
albergomilano1@virgilio.it,,,Milano
hotelpangrazzi@cr-surfing.net,,,Pangrazzi
urlaub.pircher@rolmail.net,,,Pircher
ballguthof@tophotels.net,,,Ballguthof
rebgut@rolmail.net,,,Rebgut
info@ludwigshof.com,,,Ludwigshof
info@sachsenklemme.it,,,Sachsenklemme
info@goldenerroessl.it,,,Goldenes Rössl - Cavallino d'Oro
info@hotel-rosskopf.it,,,Rosskopf
info@steinmannwald.com,,,Steinmannwald
maibad@dnet.it,,,Bagni di Maggio - Maibad
info@loewenhof.it,,,Löwenhof
info@hotelclara.it,,,Alphotel Clara
info@hotellarch.it,,,Larch
hotelgilda@gildahotel.com,,,Gilda
info@hotelgrunwald.it,,,Relais Grunwald
info@garnisangiorgio.it,,,San Giorgio della Scala
info@hotelbelfiore.it,,,Belfiore
gardesana@grandhotelliberty.it,,,Gardesana
htlinfo@clantyhotels.com,,,Villa Enrica
hotel.bahnhof@dnet.it,,,Villa Vera - Bahnhof
info@4p-sheraton-bolzano.it,,,Four Points by Sheraton Bolzano
info@hotelmajare.com,,,Sport Hotel Majarè
gsilber@tin.it,,,Silbernagl
info@palace.it,,,Grand Hotel Palace - Espace Henri Chenot
info@chaletdeipini.com,,,Chalet dei Pini
info@parchotel.cc,,,Parc Hotel
info@sporthotel.it,,,Sport Hotel Rosatti
info@hotelderby.net,,,Derby
info@holidayinndimaro.com,,,Holiday Inn Garden Court
info@hoteldolomiti.info,,,Dolomiti
info@dimarohotel.it,,,Dimaro
info@theresia.it,,,Theresia
info@hoteltirolerhof.it,,,Tirolerhof
info@cimedoro.com,,,Cime d'Oro
info@beverlyhotel.it,,,Beverly
h.cavalletto@tin.it,,,Cavalletto
info@hoteladler.it,,,Adler
info@miramonti.net,,,Miramonti
info@sporthotelalpenrose.com,,,Sporthotel Alpenrose
posthotel@postcavallino.com,,,Posta Cavallino Bianco - Posthotel Weisses Rössel
info@stella-stern.com,,,Stella - Stern
info@hotelcentral.it,,,Centrale - Central
info@diana-hotel.it,,,Diana
info@hotel-ciclamino.com,,,Ciclamino
sporthp@tin.it,,,Sport Hotel Panorama
hotel@gioiosa.it,,,La Gioiosa
biancaneve@tin.it,,,Biancaneve
info@hotel-stachelburg.com,,,An der Stachelburg
info@hotel-castel.com,,,Castel
info@anatol.it,,,Anatol
hotel-schloss-korb@dnet.it,,,Schloss Korb
info@schloss-hotel-korb.com,,,Schloss Korb
info@hotel-premstaller.it,,,Premstallerhof Gardenhotel Bolzano
info@hotel-maximilian.it,,,Maximilian
hotel.burgfrieden@rolmail.net,,,Burgfrieden
info@fragsburg.com,,,Fragsburg-Castel Verruca
info@chalethermitage.com,,,Chalet Hermitage
info@mairamort.com,,,Mair am Ort
info@schoenblick-hotel.it,,,Schönblick
erzherzogjohann@schenna.com,,,Erzherzog Johann
villa-maria@dnet.it,,,Villa Maria
info@hotel-bergland.com,,,Bergland
info@wildschuetz.it,,,Wildschuetz
weingarten@tappeiner.net,,,Weingarten
muehlwaldhof@dnet.it,,,Mühlwaldhof
info@hotel-urthaler.com,,,Urthaler
info@nocturnes.it,,,Nocturnes
info@rimmele.it,,,Rimmele
info@hotelcorona.net,,,Corona-Krone
hotel.clara@rolmail.net,,,Clara
lastoea@sanvigilio.net,,,La Stöa
info.hotelposta@rolmail.net,,,Parc Hotel Posta
info@erika-sanvigilio.it,,,Erika
info@garnidiamant.com,,,Diamant
hotel@sonnen-hof.com,,,Al Sole-Sonnenhof
info@riposoalbosco.it,,,Waldruh - Riposo al Bosco
info@monte-sella.com,,,Monte Sella
info@heinrichshof.com,,,Heinrichshof
info@seehauser.com,,,Seehauser
info@hotel-tyrol.net,,,Tyrol
info@hotelrosengarten.it,,,Rosengarten
hotel@hpanorama.it,,,Panorama
info@jagerhans.com,,,Grünwald
hotelpanorama@infotrentino.net,,,Panorama
info@infopineta.it,,,Pineta
miramontibedollo@virgilio.it,,,Miramonti
costalta@inwind.it,,,Costalta
albergo.santellina@virgilio.it,,,Santellina
garni.rinner@rolmail.net,,,Rinner
hotelkrone@interfree.it,,,Krone
info@piccolohotelorlandi.it,,,Piccolo Hotel Orlandi
info@hotelarcobaleno.it,,,Arcobaleno
info@postahotel.com,,,Alla Posta
hazalea@tin.it,,,Park Hotel Azalea
info@hotel-carmen.com,,,Carmen
garni-geier@val-gardena.com,,,Geier
info@uridl.it,,,Charme Hotel Uridl
info@hotelgardena.com,,,Gardena
gassenwirt@dnet.it,,,Gassenwirt
zirmerhof@tophotels.net,,,Zirmerhof - Freiburgerhof
info@hotelirma.it,,,Irma
garden@softcom.it,,,Garden Hotel
info@callegari.it,,,Genziana
somont@valgardena.it,,,Somont
info@hotel-savoy.it,,,Savoy
info@hotelelse.com,,,Else
info@alplan.it,,,Al Plan
info@hotelcarlomagno.com,,,Carlo Magno Zeledria Hotel
golfhotel@golfhotelcampiglio.it,,,Golf Hotel
dolomitihotel@cr-surfing.net,,,Dolomiti Hotel Cozzio
info@hotelarnica.com,,,Arnica
info@hotelvidi.it,,,Vidi
info@hoteldiana.net,,,Diana
hotelmiramonti@miramontihotel.com,,,Miramonti
info@famiglia-angeli.com,,,Europa
info@hotelbertelli.it,,,Bertelli
info@hotelmontana.com,,,Montana
garni-mezdi@valgardena.it,,,Mezdì
hotel-dorfer@val-gardena.com,,,Dorfer
info@malleier.com,,,Malleier
garnivillaanna@dnet.it,,,Anna
dellealpi@iridehotels.com,,,Delle Alpi
sportinghotel@tin.it,,,Sporting Hotel
hotelorchidea@tin.it,,,Orchidea
hotelmilano@iol.it,,,Milano
hotellatorretta@tin.it,,,La Torretta
info@hotelleonardo.it,,,Park Hotel Leonardo
villamartha@val-gardena.com,,,Villa Martha
info@garnimax.com,,,Max
info@hotel-interski.com,,,Interski
hotelalaska@libero.it,,,Alaska
info@albergovillaprimavera.it,,,Villa Primavera
info@brunello-it.com,,,Villa Brunello
info@hotelelisabetta.com,,,Elisabetta
villaalberta@torbole.com,,,Villa Alberta
info@hotelplazola.com,,,Plazola
hotel.touring@tin.it,,,Touring
hotel@hletizia.it,,,Belvedere
garnigenzianella@trentino.net,,,Genzianella
stelladitalia@fabbrihotels.com,,,Antico Albergo Stella d'Italia
info@ebnerhof.com,,,Ebnerhof
hotelcorona@libero.it,,,Corona
lamm@dnet.it,,,Lamm
info@hotelrosa.com,,,Rosa
urthaler@seiseralm.com,,,Urthaler
bellavista@troebinger.it,,,Bellavista
palasag@tin.it,,,Piccolo Hotel Sciliar
info@seiseralm.com,,,Compatsch
info@alpenhof.it,,,Alpenhof
info@hotelzanon.it,,,Zanon
info@hotelfedaia.it,,,Fedaia
hotel.albolina@tin.it,,,Albolina
info@cirelle.it,,,Cirelle
miramonti@acomedia.it,,,Miramonti
info@hotelconturina.com,,,Park Hotel Conturina
hotelalpe@tin.it,,,Alpe
info@piedibosco.it,,,Piedibosco
schopfenhof@rolmail.net,,,Schopfen
info@parkhotel-linde.it,,,Zur Linde
info@hotelrosaalpina.com,,,Rosa Alpina
hotel.serena@interline.it,,,Serena
info@astoria-andalo.com,,,Astoria
info@hotelsportingtrento.com,,,Sporting Trento
info@miramontihotel.it,,,Miramonti
hotel.alexander@dnet.it,,,Alexander
info@plantitscherhof.it,,,Ansitz Plantitscherhof
info@parkhotelmiramonti.it,,,Park Hotel Miramonti
villagardena@gardenahotels.com,,,Villa Gardena
scoiattolo@valgardena.it,,,Scoiattolo
info@hotelcontinental.org,,,Continental
info@hotelmiravalle.it,,,Miravalle
info@hotelcondor.info,,,Condor
info@aghel.it,,,Aghél
info@hotelalaska.com,,,Alaska
info@garni-hotel-rosengarten.com,,,Rosengarten
info@hotelsunvalley.it,,,Sun Valley
garni-iris@valgardena.it,,,Iris
lazondra@fassaweb.net,,,La Zondra
elciasel@tin.it,,,El Ciasel
hotel@lacacciatora.it,,,La Cacciatora
villaflora@holidaysystem.191.it,,,Villa Flora
hotel.sole@softcom.it,,,Sole
info@albergoclaudia.it,,,Claudia
info@hotelmichela.com,,,Piccolo Hotel Michela
morahoteldimaro@tin.it,,,Sancamillo Hotel
info@hotelluna.it,,,Luna
hotelfolgarida@tin.it,,,Folgarida
forellenhof@dnet.it,,,Forellenhof
hotelvioz@tin.it,,,Vioz
albergosporting@virgilio.it,,,Sporting
info@hotelsantamaria.it,,,Santa Maria
hotelmontipallidi@tin.it,,,Monti Pallidi
info@hotelmaria.com,,,Maria
info@hotelrenzi.com,,,Renzi
hotelcaminetto@tin.it,,,Caminetto
mail@hotelkrone.net,,,Krone
info@hoteladler-morter.it,,,Adler Morter
info@markushof.it,,,Markushof
info@gasthof-haller.com,,,Haller
giorgiofinadri@virgilio.it,,,2 Pini
info@albergo2camini.com,,,2 Camini
info@scoiattolohotel.it,,,Scoiattolo
info@chaletolympia.it,,,Chalet Olympia
hotelolimpic@hotelolimpic.com,,,Olimpic
info@muehlenerhof.com,,,Mühlener Hof
office@hotel-amadeus.it,,,Amadeus
info@voelserhof.it,,,Voelserhof
wblake@virgilio.it,,,Engel
chalet.pineta@tin.it,,,Chalet Pineta
hotel_diana2002@libero.it,,,Diana
info@hotelsassorosso.it,,,Sasso Rosso
info@hotelmilano.to,,,Villa Milano
info@hotelweger.com,,,Weger
hotel.eichenhof@rolmail.net,,,Eichenhof
info@gasthof-seppi.it,,,Seppi
info@hoteldolceavita.com,,,DOLCE AVITA Spa & Resort
info@hotelcanada.it,,,Canada
info@hotel-sand.com,,,Landhotel Sand
cv@clubres.com,,,Veronza
info@hotel-garni-schneider.com,,,Schneider
info@bemelmans.com,,,Bemelmans
info@hotelalparco.net,,,Al Parco
info@monika.it,,,Monika
parkhotel@rolmail.net,,,Parkhotel
garni-dorothea@gmx.it,,,Dorothea
info@gantkofel.com,,,Gantkofel
info@stamserhof.it,,,Stamserhof
hallo@zumunterwirt.com,,,Weisses Kreuz
info@hotel-latemar.com,,,Latemar
info@turmhotel.it,,,Schwarz Adler Turmhotel
info@mesnerwirt.it,,,Mesnerwirt
info@lindenhof.it,,,Lindenhof
hotel@zum-engel.it,,,Zum Engel
halmazzago@valdisole.net,,,Almazzago
htevini@tin.it,,,Tevini
info@hotel-lagorai.com,,,Lagorai
info@garnihellweger.com,,,Hellweger
info@chryshotel.it,,,Chrys
villawilma@tin.it,,,Villa Wilma
info@gisshuebelhof.com,,,Gisshübelhof
info@greif.it,,,Greif
info@burgleitenhof.com,,,Burgleitenhof
info@malserhof.it,,,Malserhof
pgira@tin.it,,,Alpino
gapptouristik@dnet.it,,,Graf von Meran - Conte di Merano
info@cavallino-merano.com,,,S'Roessl
info@eichhof.net,,,Eichhof
info@hotel-angerburg.com,,,Angerburg
hotelvaldifassa@jumpy.it,,,Val di Fassa
info@hotelkristiania.it,,,Kristiania
info@hotelcervoriva.it,,,Cervo
info@hotel-rio.it,,,Rio
info@hotelrodes.com,,,Rodes
info@hoteldigon.com,,,Digon
stella.alpina@softcom.it,,,Stella Alpina
net02377@cr-surfing.net,,,Gries
hotel.dematie@tin.it,,,De Matie
info@hotel-adriana.it,,,Adriana
hotel-sonne@dobbiaco.it,,,Sole - Sonne
hotel.olympia@interline.it,,,Olimpia
h.olympic@tin.it,,,Olympic
info@hotelgohmann.com,,,Grohmann
info@hotelitalia.tn.it,,,Italia
hotelpanorama.zanoner@rolmail.net,,,Panorama
info@olimpionico.it,,,Olimpionico Hotel
info@sextnerhof.com,,,Sextnerhof
info@hotelbelvedere.biz,,,Belvedere
info@soreie.com,,,Soreje
info@andreas.it,,,Andreas
info@granparadis.com,,,Gran Paradis
salvan@hotelsalvan.com,,,Salvan
hotel@nocker.it,,,Nocker
info@parkhotel-bellevue.com,,,Park Hotel Bellevue
info@hotelunion.it,,,Hotel Union
piccolo.hotel@rolmail.net,,,Piccolo Hotel
info@crepesdesela.it,,,Crepes de Sela
info@hotelrodendro.com,,,Rododendro
info@hotelalpi.it,,,Alpi
hotel.alaska@tin.it,,,Alaska
albergo.s.giovanni@rolmail.net,,,San Giovanni
info@los-andes.it,,,Los Andes
hotelvallechiara@tin.it,,,Vallechiara
marcosta@ftbcc.it,,,Fanes
info@hotelvillakofler.com,,,Villa Kofler
info@hotelmondschein.com,,,Mondschein
info@hotelfloraalpina.it,,,Flora Alpina
info@hotelladina.it,,,Ladina
info@hotelvillarosa.net,,,Villa Rosa
hotelvmaria@yahoo.com,,,Villa Maria
lerocce@libero.it,,,Le Rocce
info@hoteldebra.com,,,Debra Park Hotel
info@alpostahotel.com,,,Al Posta
hotelbelvedere@inwind.it,,,Belvedere
info@schlosshotel.it,,,Schlosshotel Aehrental
info@roter-adler.com,,,Roter Adler
info@hotelalpenrose.net,,,Alpenrose
mater@holiplan.com,,,Mater Dei
info@hoteldalbon.com,,,Dalbon
info@pizgalin.it,,,Piz Galin
info@coronahotel.com,,,Corona
info@hselect.it,,,Select
info@hotelmilano.org,,,Milano
hotel@cavallinobianco.info,,,Cavallino Bianco - Weisses Röessl
info@villastefania.com,,,Villa Stefania
pulvererhof@rolmail.net,,,Pulvererhof
info@dosses.it,,,Dosses
info@hoteltouring.bz,,,Touring
info@familyhotelposta.com,,,Family Hotel Posta
info@cristallo-hotel.it,,,Cristallo
info@berghotel-zirm.com,,,Berghotel Zirm
info@hotelkristall.it,,,Kristall
albergopoineta1@virgilio.it,,,Pineta
info@posthotel.it,,,Floralp
temlhof@dnet.it,,,Temlhof
hotelalpino@tin.it,,,Club Hotel Alpino
albergoasson@cr-surfing.net,,,Asson
info@hotelstellaalpina.it,,,Stella Alpina
info@blitzburg.it,,,Blitzburg-Castel Lampo
info@tonyhof.com,,,Tonyhof
info@laresh.com,,,El Laresh
info@hotelvalsorda.com,,,Valsorda
info@residence-mirabell.com,,,Mirabell
info@viertlerhof.it,,,Viertlerhof
info@falzeben.com,,,Falzeben
info@residence-meran2000.com,,,Meran 2000
info@sonnenheim.com,,,Sonnenheim
info@hotel-hirzer.com,,,Hirzer
info@salten.it,,,Salten
info@hotel-viktoria.com,,,Viktoria
info@badcortina.it,,,Aqua Bad Cortina Oasis Hotel
info@grandpalace.it,,,Grand Palace Gossensass
marchi@cittiarco.com,,,Marchi
info@hotelcerana.com,,,Cerana
hotel.liz@tiscalinet.it,,,Liz
info@hotel-feuerstein.it,,,Feuerstein
hotel-erna@rolmail.net,,,Erna
lidoblu@lidoblu.it,,,Lido Blu
villarosa@torbole.com,,,Villa Rosa
villaggionevada@fabbrihotels.com,,,Nevada
info@garni-olympia.com,,,Olympia
info@albergoeden.it,,,Eden
sole.holiday@tin.it,,,Al Sole
info@hotelalpina.it,,,Alpina
hotel.melchiori@tin.it,,,Melchiori
tomasodo@tin.it,,,Cristallo
albergoirma@tin.it,,,Irma
info@traubenwirt.com,,,Traubenwirt
htlprince@montagnoligroup.it,,,Prince
bellariva@rivadelgarda.com,,,Bellariva
venezia@rivadelgarda.com,,,
hotel.monica@hotel-monica.com,,,Monica - Trogerhof
info@hotel-emma.it,,,Emma Schwarzer Adler
hotel@tschoegglbergerhof.it,,,Tschoeggelbergerhof
garni@dolomie.com,,,Dolomiè
freina@valgardena.it,,,Frëina
info@garnilabercia.com,,,La Bercia
info@garni-astrid.com,,,Astrid
info@hotelalpian.com,,,Al Pian
info@hotel-tyrol.it,,,Tyrol
haus-martha@tophotels.net,,,Martha
info@hotelheinz.com,,,Heinz
info@montanasulden.com,,,Montana
info@baerenhotel.com,,,Zum Arndt Baerenhotel & Kulturgasthof
info@furcia.info,,,Alpen Hotel Jù Furcia
info@hotel-hubertus.com,,,Hubertus
garni.august@val-gardena.com,,,August
angelini@torbole.com,,,Angelini
info@baia.it,,,Baia Azzurra
info@hotelpedrotti.it,,,Pedrotti
info@anticarosa.it,,,Antica Rosa
info@hotelvillanova.it,,,Villanova
ladymar@tin.it,,,Lady Maria Hotel
alb.rosa@cr-surfing.net,,,Alla Rosa
hotelneni@virgilio.it,,,Neni
info@hoteldenny.it,,,Denny
info@garnellenhof.com,,,Garnellenhof
info@hotel-schloessl.it,,,Zum Schloessl
info@geyrerhof.com,,,Geyrerhof
info@garni-wiesenhof.com,,,Wiesenhof
info@hotel-adria.com,,,Belvita Hotel Adria
info@hotel-poeder.com,,,Pöder
hotel.maria.sas@rolmail.net,,,Maria
orsogrigio@tin.it,,,Orso Grigio
info@hotelbagni.it,,,Hbm Bagni Miramonti
hortles@tin.it,,,Ortles
hotelgranzebru@tin.it,,,Gran Zebrù
albivio@infinito.it,,,Al Bivio
info@schlosshof.it,,,Schlosshof
info@hotelconny.com,,,Conny
info@hotel-hofer.com,,,Hofer
info@hotel-hofbrunn.it,,,Hofbrunn
info@martinerhof.it,,,Martinerhof
passerblick@dnet.it,,,Passerblick
info@hotel-gasteigerhof.com,,,Gasteigerhof
info@hotel-kreuz.com,,,Kreuz
laimerhof@dnet.it,,,Laimerhof
info@gissbach.com,,,Gissbach
info@hotel.innerhofer.com,,,Innerhofer
hellweger.panorama@dnet.it,,,Panorama
hotel.crepei@rolmail.net,,,Crepei
info@hotelvillamargherita.info,,,Villa Margherita
hotelallealpi@tin.it,,,Alle Alpi
larcherh.jasmin@dnet.it,,,Jasmin
info@sittnerhof.it,,,Sittnerhof
info@villativoli.it,,,Villa Tivoli
info@hotelsoran.it,,,Soran
hotel.thurnergut@rolmail.net,,,Thurnergut
hotel.olympia@rolmail.net,,,Olympia
info@gnaid.it,,,Gnaid
htlpier@montagnoligroup.it,,,Pier
info@serena-hotel.com,,,Serena
hotel.waldheim@rolmail.net,,,Waldheim
feldhof@schenna.com,,,Feldhof
info@hotelmignon.com,,,Park Hotel Mignon
obermoosburg@dnet.it,,,Obermoosburg
info@schulerhof.it,,,Schulerhof
info@alpenheim.it,,,Hotel Alpenheim
info@alpenfriede.it,,,Alpenfriede
info@hotelrelaisorsingher.it,,,Relais Orsingher
info@pension-sonnegg.com,,,Sonnegg
anticaitalia@virgilio.it,,,Antica Italia
info@rablanderhof.com,,,Rablanderhof
info@tyrol-hotel.it,,,Tyrol
info@hotelwaldhof.it,,,Waldhof
info@hotelmatillhof.com,,,Matillhof
hotel@mirabell.it,,,Mirabell
info@hotel-aichner.com,,,Aichner
jaegerhof@gmx.net,,,Jägerhof
hotel.bachmann@dnet.it,,,Rose
info@hotel-christophorus.com,,,Sonnenhof
info@hotel-falken.com,,,Falken
info@burggraeflerhof.net,,,Burggräflerhof
info@hotel-waldrast.com,,,Waldrast
info@hvienna.com,,,Vienna
info@almhotel-lenz.com,,,Almhotel Lenz
info@linderhof.it,,,Wellness Hotel Linderhof
montani@dnet.it,,,Montani
info@pension-flora.it,,,Flora
info@geniesserhotel.com,,,Villa Hellweger
info@hotel-mirabell.com,,,Mirabell
info@tubris.com,,,Tubris
info@parchotel-florian.com,,,Parc Hotel Florian
gutenberg@schenna.com,,,Gutenberg
info@grafenau.it,,,Grafenau
info@bergland.net,,,Bergland
wiesenhof@schenna.com,,,Wiesenhof
info@hirzer.com,,,Hirzer
info@villaggiohotelaquila.it,,,Aquila
info@hotelsanleonardo.it,,,Terme San Leonardo
info@hotalpino.it,,,Alpino
nicola.pangrazzi@tin.it,,,Zanella
info@hotel-majestic.it,,,Majestic
ilpiratapaolino@tiscalinet.it,,,Il Pirata
info@hotelallarice.it,,,Al Larice
hotsalv@tin.it,,,Salvadori
hotelvaldisole@valdisole.it,,,Val di Sole
palaceravelli@tin.it,,,Palace Hotel Ravelli
info@hotelbelladibosco.com,,,Bella di Bosco
hotginer@tin.it,,,Monte Giner
hoteleccher@tin.it,,,Eccher
info@sonnenburg.it,,,Sonnenburg
vanadis@val-gardena.com,,,Vanadis
hotel-panorama@dnet.it,,,Panorama
hotel.paradiso@rolmail.net,,,Paradiso
info@goldknopf.com,,,Goldknopf - Punta d'Oro
berghotelsantner@dnet.it,,,Santner
info@hotel-luna.com,,,Luna - Mondschein
info@hotelwaldheim.com,,,Waldheim
mondschein@winklerhotels.com,,,Mondschein
info@leitgamhof.com,,,Leitgamhof
info@wiesenhof.com,,,Wiesenhof
info@tirolerhof-hotel.it,,,Tirolerhof
info@hotel-dorner.it,,,Dorner
info@hotel-leitner.com,,,Leitner
info@gartenheim.suedtirol.net,,,Gartenheim
tyrol@schenna.com,,,Tyrol
info@hotel-olympia.net,,,Olympia
